,LotSizeAcres,med/housing,median_income,2per,Masters,HSper,bachper,total,population,perc_fs,location/distance,summary/yearbuilt,building/rooms/bathstotal,building/rooms/beds,sale/amount/saleamt
329,0.4637,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,20.12,1993,3.0,4,210000
330,0.1544,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,18.75,1999,2.0,3,245000
331,0.9308,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,19.31,1992,3.0,3,240000
332,1.6,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,20.58,1960,2.0,3,177000
333,0.4966,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,19.5,1960,2.0,3,220000
334,0.97,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,19.07,1970,2.0,3,45000
335,0.4591,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,20.39,1953,2.0,3,154000
336,0.4594,203000,91023,8.403647830904287,1305,25.235183443085607,28.010348071495766,44.4,11733.0,2.4326101249178174,22.25,1978,2.0,3,39750
337,0.1694,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.02,1967,1.0,2,112000
338,0.1954,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.4,1945,1.0,3,96000
339,0.4172,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.07,1963,2.0,3,145000
340,0.0845,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.72,1906,2.0,3,28000
341,0.2921,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.77,1953,1.0,2,50000
342,0.3601,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.48,1949,1.0,3,62500
343,0.1073,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.64,1921,1.0,3,41500
344,0.1102,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.39,1915,1.0,3,64900
345,0.3196,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.37,1949,2.0,3,108400
346,0.1129,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.89,1916,1.0,3,22100
347,0.0788,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.62,1918,1.0,3,11900
348,0.2388,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.06,1951,2.0,2,70000
349,0.2732,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.57,1951,1.0,2,70000
350,0.0675,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.66,1910,1.0,2,52500
351,0.1171,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.71,1922,2.0,4,60030
352,3.4091,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,47.48,1937,3.0,4,215000
353,0.1084,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.34,1923,1.0,3,69500
354,0.2101,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.32,1947,3.0,4,153000
355,0.2479,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.48,1939,1.0,3,108900
356,0.1113,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.33,1925,1.0,3,89900
357,0.1139,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.99,1916,3.0,3,32000
358,0.2595,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.25,2014,4.0,4,272500
359,0.2388,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.18,1943,1.0,3,75000
360,0.0918,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.6,1919,1.0,3,12000
361,0.2812,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.2,1952,2.0,3,149000
362,0.2152,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.0,1957,2.0,3,122000
363,0.1693,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.66,1949,3.0,3,122500
364,0.1469,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.86,1925,1.0,2,73000
365,0.2961,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.02,1949,2.0,3,160000
366,0.0448,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,49.78,1929,1.0,2,24900
367,0.2541,118400,51771,7.410595508255732,1348,33.559119973989375,15.552183808388426,43.1,25558.0,12.944954128440367,48.85,1964,2.0,3,125000
368,0.1488,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.66,1950,2.0,4,146950
369,0.155,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.55,1930,2.0,2,122000
370,0.2251,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,29.27,1955,1.0,3,30000
371,0.1364,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.62,1890,1.0,2,20500
372,0.14,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.08,1900,2.0,4,128900
373,0.1769,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,29.13,1979,2.0,2,145000
374,0.10099999999999999,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.96,1926,1.0,3,101000
375,0.124,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.04,1952,2.0,3,104580
376,0.1942,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.53,1919,2.0,3,204500
377,0.1796,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.68,1926,1.0,2,89900
378,0.1377,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.7,1956,1.0,2,113000
379,0.1722,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,29.11,1958,2.0,3,137000
380,0.1286,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.49,1953,2.0,3,155000
381,0.1791,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.07,1927,2.0,3,199850
382,0.135,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.6,1950,2.0,3,121500
383,0.1377,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,27.19,1948,1.0,3,103000
384,0.0918,111700,51326,2.8301566269153673,1471,29.256549445362285,20.372905357564314,37.4,29433.0,10.081867798665858,28.98,1918,1.0,3,79900
385,0.4224,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.9,1926,3.0,4,140000
386,0.2755,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.78,2000,2.0,2,202900
387,0.1568,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,42.73,2005,2.0,3,87500
388,0.3074,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.89,1953,1.0,2,150000
389,0.5393,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,46.22,1961,2.0,3,130000
390,0.5217,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.21,2005,4.0,4,425000
391,0.4821,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.41,1976,3.0,4,245000
392,0.7609999999999999,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,40.65,1953,1.0,2,96000
393,0.3329,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.19,1989,4.0,4,284900
394,0.3444,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.83,1970,2.0,3,152000
395,0.0907,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.78,1923,1.0,3,80000
396,0.2066,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.01,1987,3.0,3,133000
397,0.4591,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.3,2018,3.0,4,498500
398,0.5051,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,42.74,1975,3.0,4,223000
399,0.3107,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.76,1996,3.0,3,232500
400,0.3485,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,41.91,2003,3.0,3,279900
401,0.4146,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.45,1954,2.0,2,103500
402,0.1643,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.69,1959,1.0,3,106500
403,0.49,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.61,1966,2.0,3,115000
404,0.4417,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.68,2000,3.0,5,314900
405,0.1848,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.13,1885,1.0,3,122000
406,0.3014,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.54,1963,2.0,3,173000
407,0.7432,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,41.05,1952,3.0,3,194500
408,0.4591,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.3,2018,2.0,3,85500
409,0.3444,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.33,1992,3.0,4,266000
410,0.2089,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.17,2017,4.0,5,451000
411,0.4591,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.03,1964,2.0,3,168000
412,0.5681,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.78,2002,5.0,4,483400
413,0.462,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,47.2,1964,2.0,3,155000
414,0.6749,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.48,2001,5.0,4,385000
415,0.4591,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.52,1959,2.0,3,146500
416,0.1596,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,45.21,1937,2.0,3,106000
417,0.3134,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,43.3,2018,2.0,3,119000
418,7.2119,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,41.21,1950,1.0,3,198000
419,0.359,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,40.2,2011,4.0,5,325000
420,1.7,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,42.73,1971,1.0,3,160000
421,0.1921,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,44.91,1960,1.0,3,126000
422,2.62,164100,65131,1.1545614216344664,2952,26.378965418691052,22.620748785367248,44.2,38716.0,7.366839832258871,42.61,1993,4.0,4,440000
423,0.2925,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,31.2,1960,2.0,3,48000
424,0.26,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,29.33,1997,2.0,3,135000
425,0.46399999999999997,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,29.88,2008,3.0,4,310000
426,0.6890000000000001,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,30.36,1900,2.0,4,93334
427,0.546,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,29.88,2008,4.0,4,280000
428,0.22699999999999998,141100,61065,6.843425295592978,1015,31.034188762895386,16.548725381532954,40.0,16746.0,9.816735331723256,28.23,1998,3.0,3,228000
429,0.2204,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.01,1956,1.0,3,49000
430,0.124,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.83,1950,2.0,4,27900
431,0.1273,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.92,1972,1.0,3,40000
432,0.107,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.46,1921,1.0,3,28900
433,0.1295,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.47,1914,1.0,2,14900
434,0.1553,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.34,1920,1.0,3,25370
435,0.1102,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.54,1926,2.0,3,8750
436,0.1515,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.97,1944,1.0,3,33000
437,0.0895,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.79,1950,1.0,3,39930
438,0.1322,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.22,1983,2.0,3,85000
439,0.3539,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.46,1922,5.0,5,45000
440,0.155,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.27,1916,1.0,3,27500
441,0.1997,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,27.91,1956,1.0,3,40000
442,0.2479,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.03,1939,1.0,2,80000
443,0.1251,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.28,1949,1.0,2,70000
444,0.1028,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.55,1919,1.0,3,24500
445,0.1102,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.37,1943,1.0,1,19000
446,0.1439,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.23,1924,1.0,4,16500
447,0.4039,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.13,1941,2.0,3,164000
448,0.135,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,29.18,1931,1.0,3,40000
449,0.1515,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.17,1927,1.0,3,52500
450,0.1102,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.62,1928,1.0,3,23110
451,0.157,75600,32294,71.22154273087004,602,31.1426116838488,12.678980526918672,44.4,19459.0,29.65906473162866,28.51,1925,3.0,4,90000
452,0.9840000000000001,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,39.46,1973,2.0,4,172500
453,0.2553,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,40.52,1977,1.0,3,137400
454,0.1615,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,41.91,2014,3.0,3,222000
455,0.2057,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,41.82,2004,3.0,4,226500
456,0.1091,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,39.58,2018,2.0,3,289200
457,0.2726,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,40.99,1980,1.0,3,135000
458,0.1557,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,41.9,2018,2.0,3,46900
459,0.4697,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,41.9,2018,3.0,4,44800
460,1.09,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,41.83,1943,2.0,3,88000
461,0.1377,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,40.24,1889,2.0,3,149900
462,0.2837,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,40.42,1977,2.0,3,116800
463,0.4729,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,39.52,1977,1.0,3,147000
464,0.3074,151800,63966,0.6265173466990367,761,32.04083849245139,16.54176170305203,44.3,12769.0,7.182211727666273,40.86,1971,3.0,4,167000
465,0.15,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,16.5,1928,1.0,2,60000
466,0.2009,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,13.06,2000,2.0,3,328200
467,0.2009,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,13.08,2000,2.0,3,391800
468,0.11,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,14.43,1944,1.0,2,62000
469,0.3362,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,13.59,2005,3.0,3,223000
470,0.1934,102500,44238,12.782357012521237,2052,29.762398121287468,10.95915642123682,40.4,63572.0,18.229012162563038,13.81,2002,3.0,3,229000
471,0.1366,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,29.02,1958,1.0,3,138000
472,0.5006,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,30.24,1987,1.0,3,170900
473,0.2926,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,26.94,2017,3.0,4,295000
474,0.25,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,30.17,2002,3.0,4,243900
475,0.3444,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,28.24,1957,1.0,2,145000
476,0.2313,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,26.91,2015,3.0,4,325000
477,0.39,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,29.1,1992,3.0,4,287500
478,0.25,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,29.45,2003,3.0,3,292500
479,0.2841,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,27.55,1978,1.0,3,57000
480,5.0,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,27.68,2000,3.0,5,319000
481,0.1908,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,28.68,1940,1.0,2,65000
482,2.01,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,27.99,1991,4.0,3,380000
483,0.98,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,24.34,1940,1.0,1,125000
484,4.94,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,24.54,1984,3.0,3,440000
485,0.3029,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,28.9,1965,2.0,4,170100
486,0.99,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,24.77,1887,2.0,3,220100
487,0.33,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,28.8,1995,2.0,3,233000
488,0.1864,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,29.43,1920,1.0,3,105000
489,1.5,176200,70232,1.2981242263623956,1920,23.88302571016784,25.240596959412336,39.6,31507.0,7.783267190410625,31.58,1974,2.0,3,147000
490,3.75,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,48.51,1963,1.0,2,185000
491,0.4591,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,49.27,1950,2.0,4,60000
492,0.4293,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,49.76,1974,4.0,3,165000
493,5.0,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,48.28,2010,1.0,2,169500
494,0.4821,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,49.17,1964,2.0,3,23100
495,0.3409,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,49.46,1999,3.0,4,204900
496,5.75,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,48.31,1977,2.0,3,275000
497,0.528,142200,61350,0.07885269331230595,754,40.271777003484324,12.829268292682928,45.0,20291.0,8.338488185079797,49.92,1964,3.0,3,135000
498,0.0964,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,30.33,1919,1.0,2,16000
499,0.1446,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,29.79,1965,1.0,3,16000
500,0.2033,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,30.47,2007,2.0,3,28000
501,0.0331,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,30.55,1915,1.0,4,12000
502,0.10099999999999999,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,30.13,1923,1.0,3,27500
503,0.1412,58400,19158,82.95819935691318,130,35.467980295566505,2.9770828871278647,33.4,7464.0,53.42342342342342,30.08,1957,1.0,3,22000
504,1.01,169900,57264,12.738407699037621,860,24.06050210509902,16.716045532512087,32.8,11430.0,9.948586118251928,19.73,1966,2.0,3,150000
505,0.25,169900,57264,12.738407699037621,860,24.06050210509902,16.716045532512087,32.8,11430.0,9.948586118251928,21.32,1900,2.0,3,119000
506,0.0961,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.25,1935,1.0,3,85000
507,0.1288,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.65,1916,2.0,2,50900
508,0.1309,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,30.83,1903,1.0,3,14000
509,0.0413,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.33,1919,1.0,3,24000
510,0.2409,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.35,1889,2.0,4,62000
511,0.0468,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.1,1904,1.0,4,20300
512,0.1433,51200,19026,40.16245487364621,39,22.295002426006793,5.725376031052887,23.8,8864.0,41.8280665987088,31.68,1910,2.0,3,40000
513,0.1874,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,28.94,1916,2.0,3,37000
514,0.1584,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,28.09,1929,2.0,4,159250
515,0.36,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,27.98,1980,3.0,3,350000
516,0.2459,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,27.22,1959,1.0,2,185000
517,0.4532,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,27.79,1988,3.0,4,505000
518,0.2117,146000,53833,10.920213458284524,902,18.377288761968753,25.466151520241898,46.8,7683.0,8.578708946772368,28.54,1909,2.0,3,140000
