,"address/postal1	",education 
0,44256,9
1,44236,11
2,44264,10
3,44646,9
4,44212,8
5,44272,7
6,44203,8
7,44278,8
8,44721,9
9,44305,4
10,44306,4
11,44310,4
12,44136,10
13,44147,11
14,44312,5
15,44319,8
16,44056,9
17,44221,6
18,44720,10
19,44241,6
20,44320,4
21,44614,9
22,44035,7
23,44281,10
24,44307,4
25,44074,7
26,44311,4
27,44303,4
28,44215,7
29,44286,11
30,44230,10
31,44250,5
32,44266,6
33,44270,9
34,44260,6
35,44202,10
36,44313,4
37,44133,10
38,44141,11
39,44131,9
40,44321,11
41,44149,10
42,44224,8
43,44857,6
44,44314,4
45,44667,8
46,44216,9
47,44288,7
48,44044,8
49,44302,4
50,44301,4
51,44223,8
52,44240,8
53,44273,7
54,44333,10
55,44618,9
56,44851,6
57,44685,10
58,44304,4
59,44691,8
60,44087,10
61,44231,7
62,44254,7
63,44718,10
64,44233,10
65,44632,9
66,44090,6
67,44275,7
68,44255,6
69,44645,9
70,44138,10
71,44067,9
72,44201,6
73,44130,7
74,44251,7
75,44276,10
76,44028,8
77,44039,7
