geoid,name,B19058001,"B19058001, Error",B19058002,"B19058002, Error",B19058003,"B19058003, Error"
86000US44471,44471,4327,178,1100,200,3227,241
86000US44473,44473,1495,80,155,70,1340,120
86000US44481,44481,4343,265,400,127,3943,258
86000US44483,44483,11101,378,2100,257,9001,402
86000US44484,44484,9852,368,1507,236,8345,366
86000US44485,44485,6826,298,2360,267,4466,335
86000US44490,44490,363,59,117,43,246,39
86000US44491,44491,995,105,80,42,915,102
86000US44493,44493,14,23,0,11,14,23
86000US44502,44502,3980,198,1758,195,2222,185
86000US44503,44503,491,77,306,78,185,73
86000US44504,44504,1870,133,652,139,1218,135
86000US44505,44505,7554,322,2694,245,4860,318
86000US44506,44506,1049,123,553,114,496,111
86000US44507,44507,1937,155,1113,160,824,129
86000US44509,44509,5203,239,1874,217,3329,216
86000US44510,44510,947,124,580,147,367,137
86000US44511,44511,8694,312,1620,205,7074,319
86000US44512,44512,14851,407,1754,263,13097,455
86000US44514,44514,9486,350,556,139,8930,344
86000US44515,44515,12107,342,1537,272,10570,366
86000US44601,44601,13997,465,2834,306,11163,510
86000US44606,44606,2200,143,198,69,2002,146
86000US44607,44607,50,31,0,11,50,31
86000US44608,44608,875,131,75,36,800,129
86000US44609,44609,1654,129,330,93,1324,122
86000US44610,44610,64,44,0,11,64,44
86000US44611,44611,736,114,47,41,689,107
86000US44612,44612,2140,127,121,47,2019,128
86000US44613,44613,755,113,116,57,639,104
86000US44614,44614,5082,242,365,129,4717,262
86000US44615,44615,3986,286,497,130,3489,275
86000US44618,44618,2224,162,139,54,2085,161
86000US44620,44620,601,79,51,32,550,73
86000US44621,44621,1801,176,293,97,1508,163
86000US44622,44622,7524,294,938,199,6586,315
86000US44624,44624,1353,151,26,19,1327,152
86000US44625,44625,601,107,36,39,565,104
86000US44626,44626,1164,89,86,33,1078,92
86000US44627,44627,1586,165,76,55,1510,169
86000US44628,44628,417,70,47,36,370,69
86000US44629,44629,955,104,126,42,829,104
86000US44632,44632,3590,200,265,89,3325,213
86000US44633,44633,809,147,13,15,796,144
86000US44634,44634,816,103,24,26,792,107
86000US44637,44637,1133,153,185,64,948,148
86000US44638,44638,586,115,31,37,555,116
86000US44640,44640,78,27,11,7,67,28
86000US44641,44641,8083,235,674,146,7409,245
86000US44643,44643,1271,124,177,89,1094,125
86000US44644,44644,2051,150,252,110,1799,160
86000US44645,44645,845,62,62,23,783,65
86000US44646,44646,18838,416,2472,298,16366,534
86000US44647,44647,7528,261,855,157,6673,280
86000US44651,44651,221,89,25,33,196,80
86000US44652,44652,16,27,16,27,0,11
86000US44653,44653,236,54,49,35,187,47
86000US44654,44654,5912,321,389,111,5523,320
86000US44656,44656,1205,182,99,55,1106,183
86000US44657,44657,3971,244,412,100,3559,252
86000US44659,44659,42,18,0,11,42,18
86000US44661,44661,68,22,9,10,59,23
86000US44662,44662,3584,160,309,88,3275,176
86000US44663,44663,10202,320,1622,263,8580,332
86000US44666,44666,1116,124,103,54,1013,118
86000US44667,44667,5450,210,568,156,4882,220
86000US44669,44669,532,79,21,22,511,86
86000US44670,44670,103,53,0,11,103,53
86000US44671,44671,136,55,31,49,105,61
86000US44672,44672,2103,148,386,100,1717,162
86000US44675,44675,895,142,90,42,805,143
86000US44676,44676,1767,137,162,58,1605,149
86000US44677,44677,979,90,90,44,889,91
86000US44678,44678,132,91,13,21,119,101
86000US44680,44680,1780,116,175,69,1605,118
86000US44681,44681,2429,159,84,42,2345,160
86000US44682,44682,411,70,42,29,369,68
86000US44683,44683,3330,161,867,132,2463,198
86000US44685,44685,10350,333,575,168,9775,345
86000US44687,44687,11,10,0,11,11,10
86000US44688,44688,1195,104,264,70,931,101
86000US44689,44689,206,50,8,7,198,49
86000US44690,44690,63,46,0,11,63,46
86000US44691,44691,17890,404,2640,327,15250,468
86000US44693,44693,22,13,0,11,22,13
86000US44695,44695,642,101,54,19,588,98
86000US44697,44697,102,31,6,8,96,30
86000US44699,44699,354,70,47,27,307,68
86000US44702,44702,562,95,396,84,166,65
86000US44703,44703,3651,253,1378,212,2273,254
86000US44704,44704,1478,190,669,200,809,170
86000US44705,44705,7412,287,2311,265,5101,288
86000US44706,44706,7173,298,1424,242,5749,307
86000US44707,44707,3946,261,1578,215,2368,233
86000US44708,44708,10900,315,1411,243,9489,366
86000US44709,44709,8461,311,1272,241,7189,355
86000US44710,44710,4168,258,1040,195,3128,233
86000US44714,44714,3768,281,784,226,2984,288
86000US44718,44718,5061,222,382,97,4679,238
86000US44720,44720,15977,392,1177,257,14800,410
86000US44721,44721,5560,261,274,114,5286,265
86000US44730,44730,2336,193,260,101,2076,167
86000US44802,44802,385,85,16,11,369,84
86000US44804,44804,457,106,30,20,427,102
86000US44805,44805,12694,336,1615,253,11079,363
86000US44807,44807,885,92,58,27,827,92
86000US44809,44809,166,51,0,11,166,51
86000US44811,44811,4903,264,622,162,4281,297
86000US44813,44813,3174,240,141,53,3033,232
86000US44814,44814,980,125,55,33,925,121
86000US44815,44815,283,54,37,16,246,51
86000US44816,44816,18,27,0,11,18,27
86000US44817,44817,589,81,29,22,560,86
86000US44818,44818,910,94,130,46,780,89
86000US44820,44820,7457,296,1337,184,6120,336
86000US44822,44822,1135,103,87,32,1048,107
86000US44824,44824,1644,184,40,26,1604,177
86000US44825,44825,28,13,6,8,22,11
86000US44826,44826,664,132,77,82,587,126
86000US44827,44827,2914,150,532,98,2382,152
86000US44828,44828,22,24,0,11,22,24
86000US44830,44830,7685,270,1737,237,5948,330
86000US44833,44833,7121,243,986,185,6135,322
86000US44836,44836,939,114,97,38,842,112
86000US44837,44837,1603,167,171,57,1432,159
86000US44838,44838,98,22,4,8,94,21
86000US44839,44839,5286,276,581,166,4705,333
86000US44840,44840,1095,98,53,27,1042,101
86000US44841,44841,206,54,0,11,206,54
86000US44842,44842,2189,142,299,78,1890,147
86000US44843,44843,834,112,56,42,778,107
86000US44844,44844,234,61,24,30,210,54
86000US44846,44846,1136,149,34,26,1102,149
86000US44847,44847,1397,122,122,45,1275,121
86000US44849,44849,915,106,127,70,788,105
86000US44850,44850,23,18,0,11,23,18
86000US44851,44851,1874,154,306,76,1568,155
86000US44853,44853,527,77,13,11,514,77
86000US44854,44854,677,74,48,24,629,74
86000US44855,44855,434,85,37,18,397,86
86000US44856,44856,89,34,10,10,79,33
86000US44857,44857,9418,297,1452,203,7966,337
86000US44859,44859,557,106,58,69,499,95
86000US44861,44861,34,20,0,11,34,20
86000US44864,44864,1484,147,119,52,1365,159
86000US44865,44865,1118,156,174,61,944,153
86000US44866,44866,822,128,63,64,759,118
86000US44867,44867,926,117,31,19,895,114
86000US44870,44870,16940,445,3645,375,13295,567
86000US44874,44874,121,28,22,18,99,24
86000US44875,44875,5836,341,741,171,5095,374
86000US44878,44878,947,136,66,32,881,130
86000US44880,44880,1015,139,54,47,961,149
86000US44881,44881,11,16,0,11,11,16
86000US44882,44882,1260,129,97,42,1163,135
86000US44883,44883,10932,309,1401,221,9531,325
86000US44887,44887,344,62,30,16,314,61
86000US44889,44889,2875,235,336,123,2539,270
86000US44890,44890,4340,213,935,164,3405,239
86000US44901,44901,0,11,0,11,0,11
86000US44902,44902,1788,183,848,129,940,128
86000US44903,44903,9679,408,1921,273,7758,440
86000US44904,44904,5629,263,759,195,4870,344
86000US44905,44905,4668,319,892,196,3776,330
86000US44906,44906,7235,307,1194,196,6041,290
86000US44907,44907,6702,350,1498,291,5204,328
86000US45001,45001,230,44,35,25,195,41
86000US45002,45002,4995,233,573,115,4422,231
86000US45003,45003,236,48,44,21,192,43
86000US45005,45005,12283,284,1292,220,10991,369
86000US45011,45011,23960,559,3819,409,20141,594
86000US45013,45013,20830,443,2484,297,18346,538
86000US45014,45014,17212,504,1306,264,15906,578
86000US45015,45015,4641,253,883,177,3758,242
86000US45030,45030,7608,244,594,188,7014,309
86000US45032,45032,163,48,26,27,137,41
86000US45033,45033,102,37,13,12,89,36
86000US45034,45034,478,101,0,11,478,101
86000US45036,45036,12266,341,1029,225,11237,385
86000US45039,45039,8816,568,212,105,8604,568
86000US45040,45040,19509,499,588,229,18921,520
86000US45041,45041,20,23,20,23,0,11
86000US45042,45042,10635,337,1537,223,9098,342
86000US45044,45044,19399,448,4195,383,15204,483
86000US45050,45050,3394,203,224,121,3170,231
86000US45051,45051,0,11,0,11,0,11
86000US45052,45052,1531,157,118,57,1413,148
86000US45053,45053,1100,143,62,64,1038,158
86000US45054,45054,1037,145,19,29,1018,141
86000US45056,45056,8120,438,421,129,7699,437
86000US45062,45062,244,51,20,16,224,50
86000US45064,45064,1053,131,50,29,1003,134
86000US45065,45065,1774,221,186,101,1588,248
86000US45066,45066,8589,316,220,97,8369,334
86000US45067,45067,5029,274,509,167,4520,362
86000US45068,45068,4240,233,235,122,4005,227
86000US45069,45069,18546,385,509,133,18037,391
86000US45070,45070,86,31,20,15,66,29
86000US45101,45101,1059,94,336,75,723,100
86000US45102,45102,8655,314,1040,198,7615,350
86000US45103,45103,12348,396,1444,256,10904,457
86000US45106,45106,4632,242,548,117,4084,258
86000US45107,45107,3543,209,500,154,3043,263
86000US45111,45111,112,32,16,24,96,29
86000US45112,45112,24,15,3,4,21,14
86000US45113,45113,1291,139,131,56,1160,147
86000US45115,45115,54,57,12,17,42,55
86000US45118,45118,1368,118,97,38,1271,125
86000US45120,45120,1189,208,277,118,912,185
86000US45121,45121,3456,279,781,193,2675,344
86000US45122,45122,4066,327,481,152,3585,281
86000US45123,45123,3579,218,937,151,2642,233
86000US45130,45130,1500,168,72,62,1428,174
86000US45131,45131,108,39,22,19,86,35
86000US45132,45132,138,38,48,24,90,27
86000US45133,45133,9542,352,1920,275,7622,395
86000US45135,45135,1801,151,246,83,1555,167
86000US45140,45140,20285,444,649,170,19636,461
86000US45142,45142,1394,179,205,72,1189,193
86000US45144,45144,1891,159,653,145,1238,130
86000US45145,45145,11,17,0,11,11,17
86000US45146,45146,538,83,127,54,411,69
86000US45147,45147,78,42,0,11,78,42
86000US45148,45148,520,88,54,41,466,82
86000US45150,45150,12649,346,986,225,11663,396
86000US45152,45152,4144,370,235,94,3909,360
86000US45153,45153,651,100,93,74,558,97
86000US45154,45154,3300,194,546,160,2754,221
86000US45155,45155,109,29,39,20,70,25
86000US45156,45156,25,14,4,7,21,11
86000US45157,45157,3571,189,509,121,3062,209
86000US45158,45158,133,34,26,18,107,29
86000US45159,45159,1237,151,197,65,1040,147
86000US45160,45160,400,80,106,43,294,72
86000US45162,45162,1016,148,78,59,938,134
86000US45164,45164,98,29,27,18,71,24
86000US45166,45166,13,14,0,11,13,14
86000US45167,45167,1494,119,304,59,1190,114
86000US45168,45168,684,145,44,30,640,145
86000US45169,45169,1782,156,359,87,1423,150
86000US45171,45171,2343,221,290,101,2053,214
86000US45172,45172,46,28,5,9,41,25
86000US45174,45174,798,54,3,5,795,54
86000US45176,45176,3424,227,466,112,2958,244
86000US45177,45177,9079,263,1356,201,7723,314
86000US45202,45202,7615,267,1382,156,6233,271
86000US45203,45203,1471,170,652,141,819,122
86000US45204,45204,2481,226,846,163,1635,182
86000US45205,45205,7070,377,2620,276,4450,359
86000US45206,45206,5909,227,1600,196,4309,236
86000US45207,45207,2327,169,751,143,1576,176
86000US45208,45208,8976,279,358,155,8618,294
86000US45209,45209,5707,204,528,130,5179,248
86000US45211,45211,16076,494,3277,471,12799,568
86000US45212,45212,10266,359,1612,263,8654,399
86000US45213,45213,5449,320,720,234,4729,352
86000US45214,45214,3573,241,1605,208,1968,231
86000US45215,45215,12691,410,1894,299,10797,494
86000US45216,45216,4025,302,1028,230,2997,311
86000US45217,45217,2981,223,725,167,2256,232
86000US45218,45218,1527,132,88,40,1439,142
86000US45219,45219,6135,294,763,160,5372,296
86000US45220,45220,6486,264,410,145,6076,297
86000US45223,45223,5808,237,1608,227,4200,247
86000US45224,45224,9316,291,1410,219,7906,348
86000US45225,45225,3957,293,2246,275,1711,227
86000US45226,45226,2616,167,158,54,2458,157
86000US45227,45227,8450,308,1044,232,7406,334
86000US45229,45229,6007,335,2480,365,3527,367
86000US45230,45230,11592,345,1013,231,10579,359
86000US45231,45231,16526,522,2643,417,13883,547
86000US45232,45232,2525,154,1474,170,1051,133
86000US45233,45233,5862,214,301,72,5561,215
86000US45236,45236,11004,369,676,181,10328,346
86000US45237,45237,9179,339,2561,315,6618,373
86000US45238,45238,18767,409,2430,351,16337,574
86000US45239,45239,11516,408,1653,320,9863,437
86000US45240,45240,10085,409,1231,258,8854,466
86000US45241,45241,9875,303,338,144,9537,332
86000US45242,45242,8626,270,229,84,8397,286
86000US45243,45243,5499,239,189,99,5310,270
86000US45244,45244,10318,272,844,172,9474,278
86000US45245,45245,8219,320,544,174,7675,373
86000US45246,45246,6072,346,864,213,5208,372
86000US45247,45247,9333,356,374,120,8959,336
86000US45248,45248,9608,337,520,178,9088,349
86000US45249,45249,5419,260,353,143,5066,280
86000US45251,45251,8528,328,1066,208,7462,357
86000US45252,45252,1868,99,42,44,1826,106
86000US45255,45255,8631,294,475,167,8156,310
86000US45301,45301,36,35,0,11,36,35
86000US45302,45302,1384,103,31,22,1353,104
86000US45303,45303,856,113,119,52,737,103
86000US45304,45304,2685,154,158,72,2527,158
86000US45305,45305,4270,211,94,79,4176,247
86000US45306,45306,1003,106,45,26,958,106
86000US45307,45307,114,31,13,11,101,27
86000US45308,45308,1656,139,137,59,1519,145
86000US45309,45309,5293,201,278,122,5015,237
86000US45310,45310,91,31,1,3,90,30
86000US45311,45311,2240,163,263,73,1977,165
86000US45312,45312,520,97,23,16,497,94
86000US45314,45314,1383,132,84,37,1299,132
86000US45315,45315,1650,194,51,57,1599,194
86000US45316,45316,36,15,0,11,36,15
86000US45317,45317,298,77,15,23,283,71
86000US45318,45318,2152,139,172,66,1980,147
86000US45319,45319,151,39,19,10,132,38
86000US45320,45320,6034,188,842,221,5192,217
86000US45321,45321,330,41,50,22,280,40
86000US45322,45322,8751,341,874,197,7877,408
86000US45323,45323,2290,120,208,84,2082,128
86000US45324,45324,16713,484,2612,250,14101,525
86000US45325,45325,971,126,39,29,932,119
86000US45326,45326,392,77,19,12,373,75
86000US45327,45327,3604,156,246,115,3358,178
86000US45328,45328,226,46,35,17,191,44
86000US45330,45330,385,69,44,33,341,64
86000US45331,45331,9745,278,1139,183,8606,296
86000US45332,45332,316,67,22,17,294,70
86000US45333,45333,483,72,68,51,415,74
86000US45334,45334,859,87,109,47,750,90
86000US45335,45335,2576,131,315,78,2261,144
86000US45336,45336,58,18,0,11,58,18
86000US45337,45337,696,112,26,15,670,110
86000US45338,45338,2012,117,127,37,1885,116
86000US45339,45339,554,109,69,77,485,106
86000US45340,45340,238,50,0,11,238,50
86000US45341,45341,1603,126,243,99,1360,143
86000US45342,45342,15439,557,1556,248,13883,584
86000US45344,45344,5908,214,908,116,5000,221
86000US45345,45345,2326,218,357,153,1969,262
86000US45346,45346,852,106,81,36,771,107
86000US45347,45347,1822,139,257,56,1565,141
86000US45348,45348,367,73,13,14,354,72
86000US45349,45349,124,30,12,9,112,31
86000US45350,45350,30,12,6,8,24,11
86000US45351,45351,92,21,0,11,92,21
86000US45352,45352,91,26,9,8,82,25
86000US45353,45353,72,29,0,11,72,29
86000US45354,45354,214,49,10,11,204,49
86000US45356,45356,10094,301,1431,266,8663,408
86000US45358,45358,120,29,12,10,108,32
86000US45359,45359,702,90,51,29,651,88
86000US45360,45360,189,41,14,9,175,40
86000US45361,45361,135,47,8,9,127,48
86000US45362,45362,487,102,4,4,483,102
86000US45363,45363,570,69,2,3,568,69
86000US45365,45365,11780,318,1565,235,10215,321
86000US45368,45368,1932,121,285,78,1647,139
86000US45369,45369,1303,115,195,53,1108,119
86000US45370,45370,979,110,31,24,948,111
86000US45371,45371,7610,325,315,108,7295,333
86000US45372,45372,154,27,23,13,131,27
86000US45373,45373,13956,409,1347,253,12609,485
86000US45377,45377,6806,300,764,201,6042,317
86000US45378,45378,125,31,17,10,108,31
86000US45380,45380,1837,137,118,53,1719,142
86000US45381,45381,2081,131,238,67,1843,148
86000US45382,45382,445,53,98,42,347,52
86000US45383,45383,2904,200,222,126,2682,228
86000US45384,45384,109,65,9,15,100,62
86000US45385,45385,15784,385,2401,234,13383,421
86000US45387,45387,2507,167,237,78,2270,186
86000US45388,45388,266,61,1,2,265,61
86000US45389,45389,196,44,10,8,186,42
86000US45390,45390,1345,85,288,59,1057,85
86000US45402,45402,4365,262,1657,222,2708,217
86000US45403,45403,6067,311,2049,258,4018,310
86000US45404,45404,4091,326,1566,263,2525,273
86000US45405,45405,8106,389,2637,333,5469,406
86000US45406,45406,9130,381,2898,306,6232,328
86000US45409,45409,3083,177,177,73,2906,185
86000US45410,45410,6891,333,1921,247,4970,338
86000US45414,45414,8930,306,1825,262,7105,338
86000US45415,45415,5557,302,579,185,4978,300
86000US45416,45416,2261,197,623,180,1638,228
86000US45417,45417,12375,385,4879,325,7496,363
86000US45418,45418,689,113,91,48,598,110
86000US45419,45419,6478,299,515,145,5963,311
86000US45420,45420,11844,323,1718,244,10126,405
86000US45424,45424,19282,494,2301,322,16981,489
86000US45426,45426,6956,282,1444,220,5512,293
86000US45428,45428,0,11,0,11,0,11
86000US45429,45429,11660,251,742,133,10918,276
86000US45430,45430,2810,142,98,56,2712,155
86000US45431,45431,11967,410,1174,295,10793,441
86000US45432,45432,6460,310,434,125,6026,315
86000US45433,45433,582,66,58,41,524,70
86000US45434,45434,4461,171,99,66,4362,189
86000US45439,45439,4035,242,992,236,3043,267
86000US45440,45440,9026,241,503,98,8523,271
86000US45449,45449,8020,341,1222,203,6798,409
86000US45458,45458,12752,408,638,160,12114,451
86000US45459,45459,12316,363,357,139,11959,376
86000US45502,45502,6218,239,372,112,5846,236
86000US45503,45503,14179,381,2859,348,11320,432
86000US45504,45504,6790,250,963,150,5827,252
86000US45505,45505,8263,266,2836,282,5427,296
86000US45506,45506,5385,236,1842,206,3543,232
86000US45601,45601,20785,460,4607,381,16178,525
86000US45612,45612,1987,227,594,159,1393,181
86000US45613,45613,1223,191,218,94,1005,182
86000US45614,45614,1835,174,387,114,1448,186
86000US45616,45616,599,127,268,104,331,83
86000US45617,45617,61,89,0,11,61,89
86000US45618,45618,6,5,0,11,6,5
86000US45619,45619,2894,227,658,181,2236,219
86000US45620,45620,434,86,136,49,298,66
86000US45621,45621,133,44,33,18,100,40
86000US45622,45622,60,33,24,26,36,25
86000US45623,45623,1227,118,305,83,922,118
86000US45624,45624,0,11,0,11,0,11
86000US45628,45628,1987,177,426,130,1561,222
86000US45629,45629,975,130,284,93,691,132
86000US45630,45630,28,26,0,11,28,26
86000US45631,45631,5959,277,1139,181,4820,276
86000US45634,45634,713,96,193,63,520,88
86000US45636,45636,47,44,0,11,47,44
86000US45638,45638,8522,318,2386,292,6136,383
86000US45640,45640,6493,337,1316,253,5177,362
86000US45642,45642,0,11,0,11,0,11
86000US45644,45644,1827,187,70,40,1757,186
86000US45645,45645,1135,214,267,162,868,174
86000US45646,45646,103,70,15,27,88,66
86000US45647,45647,891,145,166,86,725,143
86000US45648,45648,4583,294,1396,252,3187,303
86000US45650,45650,161,69,54,60,107,37
86000US45651,45651,2304,171,656,127,1648,163
86000US45652,45652,1416,177,350,148,1066,176
86000US45653,45653,1742,210,351,132,1391,204
86000US45654,45654,353,85,75,48,278,82
86000US45656,45656,2635,225,490,126,2145,232
86000US45657,45657,855,151,246,102,609,145
86000US45658,45658,881,109,299,94,582,92
86000US45659,45659,920,160,261,96,659,143
86000US45660,45660,3007,270,904,165,2103,230
86000US45661,45661,2859,265,742,163,2117,270
86000US45662,45662,12390,368,4213,332,8177,365
86000US45663,45663,2428,176,608,150,1820,194
86000US45669,45669,3991,264,552,145,3439,252
86000US45671,45671,135,60,26,17,109,56
86000US45672,45672,599,112,223,89,376,116
86000US45673,45673,146,68,28,31,118,71
86000US45674,45674,131,52,35,23,96,47
86000US45678,45678,470,183,50,44,420,188
86000US45679,45679,850,112,167,47,683,102
86000US45680,45680,5006,299,1182,236,3824,320
86000US45681,45681,565,114,136,60,429,106
86000US45682,45682,897,111,306,85,591,99
86000US45684,45684,904,144,167,100,737,133
86000US45685,45685,371,90,49,31,322,91
86000US45686,45686,1384,166,391,114,993,147
86000US45688,45688,226,58,66,47,160,41
86000US45690,45690,5626,312,1192,220,4434,333
86000US45692,45692,3336,195,798,188,2538,232
86000US45693,45693,3329,315,926,225,2403,259
86000US45694,45694,4529,289,743,195,3786,295
86000US45695,45695,226,78,76,62,150,51
86000US45696,45696,640,162,109,67,531,150
86000US45697,45697,1870,206,294,99,1576,197
86000US45698,45698,152,44,52,33,100,37
86000US45701,45701,11136,421,1641,258,9495,411
86000US45710,45710,2244,193,316,107,1928,197
86000US45711,45711,432,93,58,36,374,89
86000US45714,45714,4151,230,526,135,3625,217
86000US45715,45715,904,143,158,62,746,132
86000US45716,45716,189,41,52,26,137,40
86000US45719,45719,447,87,171,55,276,68
86000US45721,45721,12,17,12,17,0,11
86000US45723,45723,1464,160,270,74,1194,158
86000US45724,45724,759,157,101,88,658,156
86000US45727,45727,257,104,37,28,220,104
86000US45729,45729,538,93,86,52,452,98
86000US45732,45732,1697,145,493,93,1204,146
86000US45734,45734,213,58,23,24,190,51
86000US45735,45735,618,104,84,46,534,96
86000US45740,45740,146,37,44,22,102,30
86000US45741,45741,319,79,140,52,179,59
86000US45742,45742,1223,166,56,41,1167,165
86000US45743,45743,633,94,136,69,497,87
86000US45744,45744,1075,154,123,59,952,150
86000US45745,45745,559,115,90,71,469,107
86000US45746,45746,237,67,81,49,156,65
86000US45750,45750,11378,278,1970,304,9408,396
86000US45760,45760,1539,139,601,93,938,124
86000US45761,45761,771,120,186,92,585,119
86000US45764,45764,3100,218,758,142,2342,203
86000US45766,45766,436,127,79,49,357,123
86000US45767,45767,1051,159,179,62,872,169
86000US45768,45768,696,143,46,59,650,139
86000US45769,45769,2619,196,663,140,1956,172
86000US45770,45770,243,61,94,53,149,63
86000US45771,45771,1399,133,307,90,1092,134
86000US45772,45772,699,130,136,64,563,129
86000US45773,45773,54,39,0,11,54,39
86000US45775,45775,421,110,30,23,391,109
86000US45776,45776,311,78,74,47,237,76
86000US45778,45778,317,90,74,57,243,75
86000US45779,45779,253,45,55,23,198,39
86000US45780,45780,1320,154,372,139,948,145
86000US45782,45782,171,43,57,21,114,41
86000US45784,45784,1365,205,323,152,1042,199
86000US45786,45786,1352,132,46,37,1306,139
86000US45787,45787,37,33,0,11,37,33
86000US45788,45788,452,111,0,11,452,111
86000US45789,45789,62,67,0,11,62,67
86000US45801,45801,8782,325,2005,263,6777,381
86000US45804,45804,6016,309,1624,209,4392,328
86000US45805,45805,9364,319,1306,192,8058,344
86000US45806,45806,4317,199,431,105,3886,206
86000US45807,45807,4803,236,261,102,4542,242
86000US45808,45808,157,33,24,17,133,33
86000US45809,45809,45,28,5,9,40,31
86000US45810,45810,2638,165,317,106,2321,190
86000US45812,45812,730,111,158,67,572,89
86000US45813,45813,1439,98,96,42,1343,97
86000US45814,45814,1094,118,107,68,987,121
86000US45816,45816,158,39,19,13,139,36
86000US45817,45817,2592,138,154,69,2438,153
86000US45819,45819,104,25,3,5,101,24
86000US45820,45820,181,40,21,17,160,39
86000US45821,45821,555,71,52,38,503,72
86000US45822,45822,8109,282,886,160,7223,275
86000US45826,45826,194,51,11,12,183,50
86000US45827,45827,727,88,50,34,677,82
86000US45828,45828,2371,175,119,61,2252,179
86000US45830,45830,2212,168,189,80,2023,167
86000US45831,45831,1261,102,94,39,1167,95
86000US45832,45832,1143,112,114,48,1029,112
86000US45833,45833,4280,201,341,95,3939,214
86000US45835,45835,227,46,17,15,210,44
86000US45836,45836,529,64,50,29,479,56
86000US45838,45838,17,14,11,14,6,4
86000US45840,45840,24211,425,2555,360,21656,516
86000US45841,45841,328,66,16,14,312,64
86000US45843,45843,1462,168,169,53,1293,163
86000US45844,45844,1244,85,86,41,1158,94
86000US45845,45845,1106,92,16,16,1090,94
86000US45846,45846,1483,71,45,30,1438,76
86000US45849,45849,402,77,69,37,333,74
86000US45850,45850,1235,108,145,83,1090,110
86000US45851,45851,259,67,15,11,244,67
86000US45853,45853,489,86,0,11,489,86
86000US45854,45854,161,34,18,14,143,34
86000US45855,45855,62,19,6,6,56,20
86000US45856,45856,1981,121,194,55,1787,119
86000US45858,45858,1184,123,132,70,1052,131
86000US45859,45859,195,37,57,23,138,29
86000US45860,45860,833,99,0,11,833,99
86000US45861,45861,70,23,17,13,53,21
86000US45862,45862,625,98,67,33,558,92
86000US45863,45863,438,71,33,20,405,69
86000US45864,45864,73,23,2,3,71,22
86000US45865,45865,1885,108,28,18,1857,106
86000US45866,45866,77,24,11,11,66,21
86000US45867,45867,380,100,22,14,358,100
86000US45868,45868,264,60,21,17,243,59
86000US45869,45869,1747,103,39,23,1708,103
86000US45870,45870,57,28,4,6,53,30
86000US45871,45871,747,70,39,27,708,67
86000US45872,45872,1542,121,217,73,1325,142
86000US45873,45873,873,98,132,48,741,94
86000US45874,45874,918,100,189,89,729,99
86000US45875,45875,4408,183,324,106,4084,235
86000US45876,45876,323,50,7,11,316,51
86000US45877,45877,828,85,57,30,771,84
86000US45879,45879,2450,167,397,114,2053,167
86000US45880,45880,1076,92,122,54,954,88
86000US45881,45881,473,100,33,20,440,101
86000US45882,45882,1053,87,42,20,1011,86
86000US45883,45883,1265,83,33,26,1232,81
86000US45884,45884,54,51,0,11,54,51
86000US45885,45885,5164,212,730,160,4434,235
86000US45886,45886,243,69,32,19,211,61
86000US45887,45887,1651,123,205,74,1446,136
86000US45888,45888,72,21,16,14,56,17
86000US45889,45889,492,112,7,9,485,110
86000US45890,45890,212,34,12,9,200,33
86000US45891,45891,6219,207,1006,167,5213,262
86000US45894,45894,259,63,27,20,232,62
86000US45895,45895,7261,253,492,138,6769,250
86000US45896,45896,785,93,51,24,734,96
86000US45897,45897,24,24,0,11,24,24
86000US45898,45898,467,75,26,18,441,75
86000US45899,45899,70,26,6,9,64,23
